claim_amount,premium_amount,policy_age,repeat_claims,fraud_flag
121565.4,73670.06,3,5,1
35645.63,98331.7,207,1,0
30257.14,57012.68,539,1,0
62916.18,91783.8,597,2,0
55344.38,90945.09,891,0,0
59892.23,45304.53,2,3,1
38897.89,29018.1,3,4,1
95917.57,76042.24,6,4,1
24352.21,52310.1,54,1,0
35456.25,56862.45,674,2,0
9896.81,5031.22,8,4,1
8413.25,22364.19,397,2,0
14713.87,37320.56,113,2,0
988.8,9402.8,109,2,0
22213.9,79332.32,720,2,0
4210.53,23786.91,958,2,0
38212.23,86427.08,376,0,0
4883.69,14096.85,224,0,0
38085.91,35842.46,7,6,1
25933.29,51138.62,282,1,0
9106.08,88236.36,711,0,0
16282.7,26441.3,295,0,0
66294.17,99463.53,876,1,0
8591.13,31835.84,820,0,0
16659.86,53317.77,367,1,0
60720.58,32433.37,4,5,1
2695.59,11017.87,38,0,0
18000.66,67725.84,54,0,0
6886.72,37429.24,877,2,0
20412.97,66927.23,510,0,0
19725.75,65541.46,686,0,0
21684.53,33445.95,665,1,0
41307.85,62602.07,510,1,0
40985.59,72415.68,682,1,0
131195.7,96958.72,8,3,1
16716.68,63379.04,945,1,0
37223.07,57652.26,403,2,0
26674.49,62705.75,827,0,0
106039.38,87829.38,8,5,1
23998.83,79988.33,431,1,0
93717.42,83521.1,7,4,1
16401.92,27135.1,710,0,0
20169.56,12412.31,10,4,1
23042.64,15800.14,2,6,1
22059.83,61127.68,376,1,0
10279.22,19057.08,373,2,0
26687.36,90201.65,938,0,0
44138.42,40997.2,2,3,1
15994.71,30699.32,627,1,0
2074.64,5175.11,283,1,0
29346.38,98445.47,230,2,0
32447.82,23336.62,8,5,1
14727.66,22531.06,540,0,0
15782.25,9198.27,7,4,1
55706.67,82253.7,897,0,0
66753.07,48760.77,7,4,1
32945.18,87189.96,953,2,0
14674.17,12626.89,7,6,1
4244.75,23001.46,114,1,0
43567.18,77068.73,443,1,0
57912.87,48128.84,2,6,1
31357.97,51442.96,359,0,0
19052.88,13158.1,4,6,1
8309.97,6436.39,2,6,1
4646.87,16801.62,389,1,0
14788.51,29109.84,615,0,0
70760.98,49691.57,5,3,1
6128.14,26234.89,167,0,0
34711.7,69490.74,342,0,0
40628.6,83845.41,908,1,0
107307.84,56696.46,1,5,1
40183.33,68501.13,773,2,0
40487.48,64505.46,934,0,0
88099.7,82255.86,8,5,1
12398.18,38113.86,657,1,0
118456.98,92942.94,10,5,1
6132.59,53630.32,967,0,0
9274.02,71725.58,839,0,0
17643.27,13391.29,8,6,1
71946.55,66115.59,10,4,1
9992.48,17008.84,998,2,0
38447.61,35666.73,7,3,1
59839.23,92535.3,386,2,0
134020.49,91369.46,9,5,1
9199.06,62743.58,877,0,0
10440.76,6185.41,1,3,1
126682.14,80814.67,10,5,1
29738.28,15903.56,7,6,1
39832.13,57057.82,839,1,0
145564.43,79285.92,9,4,1
8943.52,36213.23,191,1,0
8775.4,32947.89,948,0,0
28991.7,15434.33,10,4,1
9975.2,28347.01,972,0,0
1638.01,8901.72,655,2,0
9054.51,5317.33,4,4,1
11858.7,41336.48,366,1,0
47094.82,92708.9,480,2,0
41605.11,30535.18,4,6,1
6322.36,25751.01,601,1,0
13983.25,38760.38,376,2,0
4289.47,11496.4,134,1,0
2206.61,8963.87,196,2,0
56837.22,95872.17,775,2,0
49709.19,76646.23,933,2,0
26498.22,97115.97,110,0,0
17230.74,28714.98,41,2,0
12343.96,26321.34,94,1,0
141690.85,80551.99,10,4,1
36449.82,82583.01,321,1,0
35173.98,21085.87,10,6,1
28916.58,44363.15,452,0,0
15808.25,38155.45,993,0,0
31554.8,67638.16,740,2,0
3390.66,7724.83,166,2,0
55988.19,99544.96,728,2,0
12891.54,23304.15,228,0,0
20774.18,61418.31,744,2,0
27643.52,46078.66,221,0,0
19165.41,68752.88,152,1,0
14038.72,93770.43,914,0,0
21138.67,66858.47,150,2,0
35510.94,33527.78,10,3,1
31853.44,56741.7,375,1,0
2849.53,15139.85,525,1,0
14039.87,55520.6,107,2,0
1997.8,8285.93,305,0,0
11130.4,27109.67,847,1,0
79583.77,44130.71,8,6,1
9316.54,25417.61,339,0,0
124823.04,93282.01,2,5,1
3269.5,9956.73,388,0,0
23192.66,99187.09,510,0,0
32286.7,97338.88,676,0,0
25032.64,42412.06,62,2,0
31596.13,19934.43,7,4,1
20765.68,35527.69,576,0,0
48601.56,74807.66,525,2,0
16450.17,53914.89,252,1,0
47940.68,82679.66,339,2,0
59289.28,86115.29,415,2,0
12456.9,80702.3,664,1,0
26945.2,91944.16,277,2,0
33455.83,89885.95,244,1,0
18388.39,55802.77,457,2,0
9343.44,44504.43,378,2,0
3995.94,32139.06,379,0,0
116073.29,97193.35,7,6,1
3846.1,14879.63,606,1,0
16434.25,51606.37,120,2,0
36563.07,86948.45,806,0,0
10875.55,36028.73,361,0,0
61446.5,46041.13,9,6,1
38426.6,29551.41,6,6,1
27173.81,21833.07,9,3,1
9480.85,64524.47,446,2,0
19359.97,82622.42,964,2,0
69301.09,37415.92,10,5,1
2897.53,16720.15,574,1,0
23909.41,76547.1,199,0,0
3634.95,17317.39,245,1,0
2641.48,9434.65,182,1,0
36380.86,85374.53,134,2,0
22571.88,94644.67,695,1,0
34458.1,23918.77,8,5,1
54360.43,54055.35,7,4,1
82475.86,49552.47,4,6,1
18652.81,98621.55,223,1,0
4092.2,5986.2,892,1,0
20446.06,60034.96,896,2,0
40307.47,63954.16,198,0,0
5017.16,9932.26,451,0,0
10413.06,37165.37,758,1,0
30994.38,61265.9,895,2,0
9966.18,17626.68,441,2,0
19111.93,90174.23,199,0,0
6992.85,11890.29,33,2,0
29505.05,53909.99,393,1,0
23911.9,47577.51,452,2,0
30831.78,44686.14,78,1,0
49737.72,80148.42,702,1,0
44555.22,41169.56,3,6,1
25902.06,82023.8,652,1,0
95997.09,75663.15,5,5,1
14548.75,8671.27,4,5,1
14304.82,75555.33,636,0,0
16042.86,47678.33,317,2,0
45790.56,45761.52,10,4,1
24715.54,54171.24,810,2,0
45574.81,95894.17,41,0,0
2503.86,22975.3,792,0,0
10199.72,85251.15,382,2,0
11154.07,56102.69,80,0,0
61862.54,55887.6,2,5,1
19550.3,44624.33,530,2,0
28551.21,18654.29,8,6,1
33252.05,65771.59,497,0,0
28825.62,41312.0,492,1,0
23822.98,60950.72,128,1,0
3198.47,9099.37,678,2,0
37996.74,61338.6,665,0,0
98165.94,67693.48,3,4,1
47215.5,75199.84,240,0,0
2538.81,13833.48,206,1,0
25954.1,73419.56,891,0,0
5957.13,17823.75,198,1,0
14457.63,33940.16,769,2,0
26979.95,93267.53,263,1,0
32576.46,31282.0,6,3,1
109833.52,80601.34,2,5,1
6075.17,49563.7,215,0,0
9083.67,23899.98,337,2,0
11697.95,52906.72,147,2,0
6263.93,21092.72,388,0,0
48092.21,43648.16,1,6,1
28590.28,19108.8,2,3,1
14880.3,49625.43,955,0,0
26050.8,46785.69,782,1,0
102437.44,88610.84,9,4,1
23809.13,13087.6,3,3,1
28812.21,60710.25,578,0,0
54059.62,87021.77,965,2,0
17936.23,65024.27,771,2,0
3580.61,11133.42,762,2,0
117775.04,99467.1,6,6,1
17190.82,94443.57,597,0,0
18709.52,97777.98,939,2,0
2123.86,12994.14,642,1,0
7931.81,6356.22,9,6,1
59554.12,96082.96,161,2,0
37300.16,25840.73,4,4,1
36463.6,84685.31,482,0,0
17950.08,37561.05,697,2,0
25066.71,42259.01,254,1,0
6659.66,12094.07,803,0,0
70535.46,53482.15,4,5,1
41114.77,91526.29,766,1,0
107240.44,72653.74,6,4,1
10000.91,29275.59,120,2,0
30366.05,57756.99,297,1,0
18758.11,47594.36,541,0,0
16743.21,58550.33,719,1,0
6024.96,24304.17,852,2,0
15847.56,10003.76,3,6,1
6247.04,48991.41,980,0,0
124042.88,63283.78,9,5,1
6196.78,28523.07,406,1,0
63227.4,49296.34,1,6,1
40989.33,99731.93,879,2,0
28327.02,68546.8,158,1,0
28883.87,71540.42,112,1,0
38594.42,88714.25,246,0,0
33278.76,58228.95,854,2,0
8782.96,36424.15,453,1,0
14797.97,42631.52,743,0,0
98263.34,69366.25,9,6,1
140661.75,76181.42,4,3,1
54023.48,99622.61,218,2,0
35756.54,90173.94,992,1,0
49854.66,32858.02,2,5,1
54671.35,48142.84,2,3,1
16901.56,46686.76,632,2,0
160506.55,87718.13,3,3,1
57334.39,30691.83,2,5,1
61310.97,96747.6,996,1,0
58786.16,98489.64,968,1,0
6282.45,32343.39,969,2,0
22204.84,44449.04,488,2,0
4095.36,15246.59,116,2,0
106968.62,93165.39,4,5,1
17169.34,26848.49,819,1,0
36431.92,28449.14,4,5,1
7001.51,37721.22,832,0,0
31809.73,55102.4,434,2,0
37736.45,23330.23,5,5,1
27351.14,60367.42,926,0,0
24940.64,58995.56,981,1,0
35593.66,71810.38,890,2,0
7664.43,21636.87,230,1,0
32372.87,22771.97,7,4,1
22095.45,13825.15,6,5,1
162559.7,86475.15,9,4,1
81437.82,63723.14,9,4,1
40300.98,27383.61,5,6,1
54474.94,86628.23,117,2,0
21806.83,45694.12,147,0,0
65672.0,95120.18,728,0,0
58870.78,99082.57,99,0,0
63735.67,45430.38,3,5,1
34067.29,25489.67,10,6,1
17979.63,44243.86,437,2,0
5937.96,56570.58,125,0,0
105823.34,63824.72,3,3,1
41198.11,75064.96,588,2,0
16658.38,58393.19,339,2,0
30544.34,51737.31,968,2,0
10007.06,20213.99,366,2,0
34486.23,77613.87,178,0,0
29814.32,62572.62,38,0,0
9960.76,7906.19,10,3,1
5987.75,41894.16,904,0,0
118206.06,88384.1,10,3,1
8491.73,13898.66,740,0,0
19477.65,85344.21,870,0,0
33037.03,74195.83,530,1,0
24296.39,53597.98,123,2,0
11132.87,16853.4,221,1,0
101430.96,60422.09,7,4,1
10437.18,26440.07,601,1,0
37970.33,19823.74,7,4,1
5281.96,15875.44,586,2,0
13403.54,31687.71,467,1,0
26210.74,63934.97,194,0,0
41084.88,65750.74,674,2,0
121378.4,73448.76,9,6,1
5322.0,28174.78,396,1,0
15328.39,96951.64,944,0,0
4928.53,15774.62,547,0,0
31257.74,46846.24,707,0,0
34559.01,58972.92,959,0,0
74482.64,62105.76,4,4,1
93662.6,93081.13,7,6,1
45828.71,80238.84,663,2,0
4505.63,19346.18,147,2,0
18335.24,95579.03,695,2,0
44878.06,87597.17,402,2,0
7086.4,68534.27,812,0,0
9434.85,14079.72,646,1,0
8624.88,35805.5,459,1,0
21975.29,32664.31,627,2,0
27391.2,60130.06,52,1,0
6436.11,49086.13,940,0,0
25259.4,63731.64,525,0,0
68791.82,56081.42,10,6,1
12084.02,25774.67,171,2,0
53055.94,85041.37,263,0,0
7486.77,61165.31,91,2,0
16755.27,79396.91,535,1,0
22303.37,59458.34,256,0,0
34977.42,21475.67,9,3,1
17802.26,15495.63,8,3,1
50057.35,29450.51,6,3,1
15671.64,22940.42,743,2,0
18817.58,18661.57,8,6,1
51367.25,27149.21,9,4,1
2792.17,12460.86,329,2,0
17017.26,11323.24,9,3,1
43393.55,66029.23,681,0,0
99983.59,89318.55,8,3,1
18126.74,74250.27,180,1,0
27261.09,71246.24,823,0,0
8791.32,28030.5,240,1,0
6537.39,20639.42,113,2,0
24493.17,73944.84,909,1,0
4409.5,19101.31,59,0,0
7315.1,32066.5,470,0,0
24659.66,91312.93,801,0,0
2901.6,12708.84,1000,1,0
17198.75,64868.7,67,1,0
14398.69,47322.38,561,2,0
57577.32,82557.5,175,1,0
84448.02,71837.23,7,6,1
21098.48,37580.71,902,0,0
121214.28,86487.32,1,5,1
17088.58,45980.27,711,2,0
91058.06,63526.48,1,5,1
19793.16,69309.58,568,1,0
9271.6,41751.22,606,0,0
24720.43,45184.0,664,0,0
39529.0,66822.89,542,2,0
95341.32,57276.68,8,4,1
7392.27,44137.63,207,2,0
24268.03,23531.26,1,5,1
15955.36,57485.71,105,1,0
26185.33,52435.56,727,1,0
39580.46,63271.2,927,2,0
22938.41,97382.49,121,1,0
18536.68,58104.88,134,2,0
54320.1,46754.14,4,4,1
6360.37,51267.27,974,0,0
60988.5,31788.27,5,4,1
22645.79,33298.08,689,2,0
31192.96,77071.23,498,2,0
39027.64,59274.0,43,1,0
27560.88,17017.84,3,5,1
12422.29,73703.22,815,0,0
27197.93,41955.83,82,1,0
5521.0,11369.06,115,1,0
9751.6,26842.3,577,0,0
53237.64,51611.42,10,4,1
12267.59,79178.0,471,2,0
46731.62,74763.67,406,2,0
123508.51,93078.02,3,3,1
140806.97,99246.6,8,3,1
106252.73,59316.46,7,4,1
37689.19,20162.76,5,3,1
180372.75,95912.3,5,3,1
38437.92,66837.77,665,1,0
17090.71,9060.39,6,5,1
21659.91,40215.24,875,1,0
16881.02,41010.98,559,0,0
7372.88,16303.24,245,0,0
18039.16,50887.24,68,0,0
8692.34,46931.35,51,2,0
116513.0,72830.69,5,4,1
41667.95,62563.19,688,1,0
68628.89,98474.94,185,0,0
98700.94,57437.87,8,3,1
26541.83,45685.84,822,2,0
7999.37,21182.09,704,0,0
23833.2,57164.0,729,2,0
84178.43,70508.02,9,6,1
14048.17,55622.11,566,2,0
12520.51,25528.1,990,0,0
4684.29,12981.71,770,1,0
12736.39,7218.24,9,4,1
12149.23,55616.41,871,0,0
78344.59,72572.8,7,5,1
51251.48,92050.99,733,0,0
12206.65,46359.04,120,2,0
31661.23,73762.74,311,2,0
10982.33,6073.52,2,4,1
54943.1,91562.34,616,1,0
43072.0,90043.33,43,2,0
90139.86,80442.42,7,6,1
44776.18,74950.65,153,2,0
56796.68,85473.94,183,1,0
5734.31,22218.48,496,1,0
9141.27,15262.7,428,2,0
12376.41,48358.3,137,1,0
9781.93,37674.72,564,0,0
12548.36,10430.49,3,5,1
45411.71,96213.45,393,0,0
7332.0,16964.63,534,0,0
139471.77,70467.81,6,5,1
5625.99,35262.94,576,1,0
22530.29,79982.36,468,0,0
45615.74,95977.68,762,2,0
24510.28,97311.06,770,1,0
20260.77,78178.72,988,2,0
23762.96,36919.42,737,1,0
41658.03,83233.49,663,0,0
52209.78,74984.9,182,1,0
19679.92,78579.55,888,0,0
83651.65,77416.7,10,4,1
4575.25,31413.6,668,1,0
30777.38,72412.98,101,0,0
62168.52,52499.25,9,5,1
97229.7,69769.35,7,5,1
42961.7,94929.32,755,2,0
16692.35,34819.57,980,2,0
7483.8,61962.39,955,1,0
16827.57,90757.54,750,2,0
7725.47,61095.58,280,1,0
43847.57,42451.15,2,3,1
65396.46,61951.62,2,4,1
20757.0,76643.53,305,2,0
58330.47,99518.3,480,2,0
21956.32,66242.85,700,2,0
63511.52,92813.25,967,1,0
23524.97,44172.22,699,2,0
9773.72,5118.54,1,3,1
164587.04,96649.37,5,3,1
66096.09,56163.56,1,6,1
4100.3,11145.63,59,2,0
4728.13,10161.53,210,2,0
104741.26,56109.99,10,4,1
13515.94,67279.12,568,0,0
34423.83,52050.7,196,2,0
21693.85,54961.87,997,0,0
102854.86,59804.52,10,5,1
20134.48,35590.73,226,1,0
7338.3,10813.37,413,1,0
19837.46,88536.88,481,1,0
37446.14,31029.56,7,3,1
15726.85,82624.13,681,1,0
59228.2,85893.46,947,1,0
12079.66,23353.75,813,1,0
69242.34,43786.02,6,5,1
29807.06,97139.69,878,0,0
10040.55,18199.72,891,0,0
115962.39,70587.44,8,5,1
15981.82,9812.85,5,5,1
24139.26,64142.76,862,2,0
29054.72,99129.36,137,1,0
42912.15,99797.3,60,0,0
2267.56,14535.65,384,0,0
69782.0,58788.73,10,4,1
40233.93,89152.89,549,2,0
14572.08,34705.38,532,1,0
10063.16,55654.92,231,0,0
164960.52,99660.17,6,6,1
21128.13,74428.48,364,2,0
25455.52,82382.04,406,2,0
10541.53,22386.94,367,0,0
14560.32,97855.97,215,0,0
74161.68,49471.97,4,4,1
10867.2,46848.68,386,1,0
11316.89,47653.43,967,1,0
16121.19,26090.5,136,0,0
18443.04,38649.28,727,1,0
12788.85,11014.67,2,6,1
50752.47,80556.62,291,0,0
44438.37,72522.33,126,0,0
8497.28,16160.23,701,0,0
15415.88,77278.61,713,0,0
38884.13,83806.42,37,2,0
6732.89,44229.65,126,1,0
7559.62,55921.97,767,2,0
15853.71,11125.59,3,3,1
59689.95,34077.66,9,4,1
21009.47,55397.53,456,0,0
26500.83,55161.04,923,0,0
74754.8,53472.39,3,3,1
32021.71,52839.68,137,2,0
46181.84,76548.2,850,2,0
85317.59,64713.22,6,3,1
43292.26,66385.01,445,1,0
13129.9,79876.14,967,2,0
88423.19,58111.34,5,4,1
9080.11,14095.08,879,1,0
39846.55,87837.5,587,2,0
2733.9,24092.69,378,0,0
126346.68,81548.93,6,5,1
34874.76,94864.69,686,2,0
48076.78,96262.49,335,1,0
145278.86,87465.39,1,6,1
52076.27,47338.68,4,3,1
74604.79,61381.97,6,6,1
13788.64,36433.42,463,2,0
28790.84,56858.46,390,2,0
5520.66,54829.2,535,2,0
7200.5,12496.6,640,1,0
21691.97,38966.76,31,2,0
3334.88,8832.8,846,0,0
37266.01,19430.47,6,4,1
15495.93,38578.81,635,2,0
16324.9,48066.26,486,2,0
5613.85,54065.34,34,1,0
11601.27,17810.29,405,1,0
53867.64,37091.22,9,4,1
48138.07,74932.77,209,1,0
6338.67,18225.98,174,1,0
11432.57,19812.15,370,1,0
18456.52,50077.52,113,2,0
5395.82,9224.18,805,2,0
15795.11,23025.2,97,0,0
1555.23,7613.69,652,0,0
23313.27,39145.6,154,0,0
35663.97,51242.15,872,1,0
9732.58,17571.35,912,2,0
6185.5,22948.08,764,2,0
42952.09,66853.75,338,1,0
54003.07,86562.78,760,1,0
8423.28,6174.88,5,4,1
64740.65,35106.68,8,3,1
7810.05,64300.16,832,1,0
39645.92,83730.47,635,1,0
171949.8,92231.78,6,6,1
50346.02,75870.11,256,1,0
3182.33,26356.92,207,1,0
15153.56,32008.0,479,0,0
45155.0,70609.08,517,0,0
20323.81,55822.58,542,0,0
94957.05,91491.64,3,3,1
57758.1,84342.13,684,1,0
36643.85,27030.87,7,3,1
10207.85,38099.58,760,1,0
10890.36,84942.15,68,1,0
37271.31,23865.05,7,3,1
82900.28,72080.43,8,6,1
115711.11,72087.08,2,6,1
2549.64,5709.29,195,2,0
40994.03,91349.17,242,1,0
12037.62,90027.6,993,1,0
26813.57,62041.52,720,2,0
48196.97,31472.5,4,4,1
46616.61,68538.55,566,0,0
15415.92,98996.87,705,0,0
27462.41,45774.71,867,2,0
124444.92,88693.5,9,5,1
19577.72,29128.59,722,2,0
21749.68,33646.88,204,2,0
106977.6,84604.15,1,4,1
21517.33,59845.79,95,1,0
3761.64,14441.61,840,1,0
29433.96,60650.25,218,0,0
83434.04,50184.06,4,3,1
179640.3,90659.17,7,3,1
9157.26,73805.1,556,1,0
18901.62,29438.71,586,0,0
103583.98,59896.35,9,3,1
26783.59,66532.68,953,1,0
10928.71,37237.2,826,0,0
6497.78,12857.11,611,2,0
4707.52,14823.4,474,1,0
10952.82,74744.63,456,0,0
19757.3,16402.53,9,6,1
4209.59,7380.96,946,1,0
175580.03,92327.29,8,6,1
10007.37,15645.56,186,0,0
29529.85,25255.49,1,4,1
2126.43,8005.27,134,2,0
48395.03,81197.75,337,0,0
3513.91,10365.14,390,2,0
28275.08,42972.73,51,2,0
7625.78,20608.42,967,2,0
7624.99,61233.53,610,0,0
4414.26,9883.91,124,1,0
12604.96,53205.35,386,1,0
13255.58,22437.08,126,1,0
63432.73,63292.03,5,3,1
11504.96,54598.35,509,2,0
7029.11,68746.61,63,2,0
19944.6,9985.15,5,4,1
26072.64,90909.16,493,2,0
20508.49,61189.54,534,0,0
50996.81,31074.85,1,5,1
17007.06,57560.25,976,0,0
131924.6,80313.76,10,6,1
17849.52,58302.37,189,1,0
8904.49,18058.17,977,0,0
20221.19,71017.85,204,1,0
163069.48,91115.97,2,4,1
24339.79,40972.68,132,0,0
110473.82,68765.89,5,3,1
5549.57,5344.49,7,3,1
49177.12,98224.32,504,2,0
146361.64,89803.7,10,4,1
32333.06,25627.7,4,4,1
9175.33,25095.82,413,1,0
16694.85,49018.1,755,0,0
53200.27,92804.18,507,2,0
52328.63,35814.03,6,6,1
11506.36,54562.07,867,0,0
16963.39,36870.68,487,2,0
16142.47,11297.98,3,4,1
4127.09,7477.06,199,1,0
82231.94,54615.86,4,6,1
10571.6,97087.42,580,0,0
50563.57,89578.22,747,0,0
30801.61,50295.1,303,0,0
90271.15,55913.21,5,6,1
6851.37,43835.79,597,1,0
9841.99,5328.62,9,5,1
123107.95,88450.88,9,4,1
29374.19,48165.15,279,0,0
30191.02,20253.23,10,6,1
127607.24,76698.73,4,4,1
17642.3,13517.28,1,4,1
49550.02,46303.74,5,6,1
5454.68,26374.53,202,0,0
34168.22,73268.21,775,1,0
13367.2,7222.73,1,5,1
7494.17,57769.14,202,2,0
21250.89,54935.49,441,2,0
27008.42,82068.97,354,2,0
170239.84,95929.85,5,5,1
34754.28,58066.95,323,2,0
3892.07,10163.81,233,1,0
16667.9,65111.35,808,2,0
39503.57,57548.26,807,2,0
71632.8,69556.11,7,5,1
159667.23,99609.35,8,4,1
41798.86,28370.09,8,4,1
25560.42,87802.71,669,1,0
12762.74,66620.52,213,1,0
12066.46,40697.04,483,1,0
6499.74,13087.56,746,0,0
7825.91,22146.97,265,2,0
17398.82,9124.41,3,4,1
8721.67,6135.97,4,3,1
70625.45,68193.58,1,3,1
23641.0,55177.52,272,1,0
61381.28,98278.28,884,0,0
39920.79,20323.7,8,5,1
13505.13,77883.93,872,0,0
3466.8,12401.27,424,1,0
31287.29,54944.99,981,1,0
21344.5,61525.17,369,2,0
4813.6,17018.89,81,2,0
28579.87,96989.11,99,2,0
26827.78,56031.2,552,0,0
22776.65,50383.41,156,2,0
26967.14,53621.87,450,0,0
35904.23,97579.31,333,0,0
2311.04,6953.33,363,2,0
38742.89,82959.99,204,0,0
34472.13,86292.1,925,0,0
6861.87,39014.18,687,0,0
30083.36,62138.06,118,2,0
13219.88,25138.66,89,0,0
19776.86,30537.82,941,1,0
32446.8,32382.91,5,6,1
7617.05,21225.67,752,2,0
11845.72,81603.25,436,1,0
35857.19,66282.08,168,1,0
27991.24,15988.44,3,3,1
11524.45,6398.82,10,3,1
1773.77,8921.49,302,1,0
2427.94,22187.67,716,0,0
13477.47,68369.12,867,1,0
56816.88,35600.71,3,5,1
5885.99,45754.01,474,0,0
40111.89,60320.35,753,1,0
8130.31,80652.26,488,1,0
197008.05,99591.96,1,4,1
80199.14,47866.14,1,6,1
14890.58,51796.22,428,0,0
32067.38,47220.53,142,0,0
5192.4,8407.89,409,0,0
51169.02,90371.0,394,0,0
10026.81,27486.59,843,1,0
13727.46,29327.18,211,0,0
1957.72,5930.76,490,0,0
7201.4,33299.95,504,2,0
5043.79,9862.67,762,0,0
8804.88,18305.77,625,0,0
13513.06,42838.72,105,2,0
26240.31,88062.0,388,0,0
10450.91,22084.23,199,0,0
128810.83,76427.71,8,3,1
8077.71,20401.89,555,0,0
26434.47,76301.61,413,1,0
146127.38,90104.3,9,4,1
3079.05,25354.84,516,0,0
5367.11,30689.51,645,2,0
27579.04,52619.55,349,1,0
3514.19,6766.31,262,1,0
1627.72,13376.19,574,1,0
10014.37,19153.97,911,1,0
11997.62,34450.73,233,1,0
4493.67,11408.01,548,0,0
5752.8,14909.18,202,0,0
44932.47,69185.2,736,1,0
2638.09,6247.12,471,2,0
40039.3,85005.81,712,0,0
15356.7,59671.06,343,1,0
45827.67,98052.18,94,0,0
31826.29,93652.44,581,2,0
111776.02,65286.08,8,4,1
4812.37,8228.84,370,2,0
6193.71,58036.88,887,1,0
31340.52,50093.57,307,0,0
24232.86,61365.37,844,0,0
10861.73,26944.6,255,1,0
32116.54,66178.57,499,1,0
16378.38,58840.42,630,2,0
16522.2,40066.81,532,1,0
11285.78,70391.45,170,1,0
3727.27,14051.36,990,1,0
14313.39,61270.19,837,2,0
10186.81,67409.17,574,0,0
57528.29,86998.91,351,0,0
23770.52,49442.4,313,0,0
11135.5,41320.79,359,2,0
17279.27,51496.7,167,2,0
111390.65,63456.32,7,3,1
36467.64,60605.63,600,0,0
24179.82,35933.94,132,0,0
20055.77,80212.84,357,1,0
7956.7,36315.3,928,2,0
127729.6,97271.66,4,3,1
15833.75,24641.93,986,1,0
15033.26,96701.79,456,2,0
17787.26,40125.83,969,2,0
21712.51,31813.82,948,2,0
6314.58,32183.48,138,0,0
97723.33,96566.93,8,3,1
20550.11,50954.97,621,2,0
85959.56,49078.12,3,4,1
30068.42,70534.37,534,0,0
19009.04,16199.14,1,3,1
49605.73,27010.91,3,3,1
91644.87,77838.08,9,4,1
4674.92,18237.87,897,2,0
34055.95,52133.9,968,1,0
51829.82,35764.09,3,4,1
3529.1,5905.95,66,0,0
38024.36,30048.46,4,3,1
7173.72,12473.03,423,2,0
30045.57,53301.9,744,0,0
47021.3,97404.73,856,2,0
91533.19,52115.23,7,3,1
46010.38,84452.44,231,0,0
21196.47,80478.41,729,0,0
52113.66,29510.67,9,6,1
4776.34,46963.0,228,1,0
36275.57,80877.04,863,2,0
6880.03,15416.15,812,0,0
40549.76,40093.37,4,6,1
11395.81,19102.97,690,0,0
34551.84,90240.6,520,0,0
117816.92,86769.16,3,4,1
19511.75,11065.57,5,3,1
11977.69,8274.68,6,4,1
137777.75,94590.12,10,6,1
20533.81,79460.05,654,0,0
14772.3,66109.08,992,1,0
50892.09,98076.42,63,0,0
14234.85,54400.47,614,2,0
35690.38,85082.34,607,0,0
10742.29,17966.78,913,2,0
53137.87,29930.99,9,3,1
6098.31,5302.61,8,6,1
9860.65,16679.61,721,1,0
22924.33,46991.15,908,0,0
40940.1,61078.5,847,1,0
108651.05,79344.47,5,5,1
63174.97,92921.77,392,0,0
42522.84,78656.47,665,2,0
138907.75,70243.57,9,4,1
14596.95,83593.49,275,0,0
6300.14,51677.88,763,0,0
90895.63,86275.6,1,5,1
18562.81,76928.7,197,0,0
27118.99,76361.22,812,1,0
11728.09,35027.65,586,2,0
21153.77,42436.81,540,1,0
50205.83,91277.63,43,1,0
11415.85,59211.54,183,2,0
47012.85,79394.73,473,2,0
37414.86,62033.39,717,2,0
56300.74,97422.34,346,2,0
5550.31,13640.0,874,2,0
44219.86,99916.48,361,0,0
61513.04,93172.34,436,0,0
30399.54,49648.9,272,1,0
51945.72,33136.23,6,4,1
16480.86,31965.84,708,1,0
5713.69,11332.48,743,1,0
25941.31,54428.99,547,0,0
45717.99,94822.88,495,0,0
9323.62,16038.13,34,1,0
30822.82,19183.26,9,3,1
95418.67,55590.34,1,5,1
60906.74,56862.76,3,4,1
82749.35,67596.25,7,5,1
115733.33,60040.29,4,3,1
3807.5,27402.03,526,1,0
134715.41,87130.89,1,5,1
14435.36,60234.73,607,2,0
37963.99,80256.63,336,2,0
41937.66,31718.67,7,4,1
14172.26,20702.02,367,1,0
32026.36,88835.13,744,1,0
35056.92,78267.69,198,0,0
29400.4,18201.68,8,5,1
13434.42,40467.94,150,2,0
3060.63,5487.73,358,2,0
8622.37,30014.17,399,0,0
110570.54,67415.1,7,4,1
14004.78,32154.2,46,0,0
30578.7,57352.94,844,1,0
57584.18,40179.66,1,4,1
61819.96,54099.96,2,6,1
32147.3,61443.71,587,0,0
32638.39,80207.88,534,2,0
10465.19,7056.63,6,4,1
51913.96,92585.79,750,0,0
8166.86,20558.32,910,1,0
9849.02,58898.77,331,1,0
43049.07,38501.03,1,6,1
7736.98,12124.07,700,1,0
149981.46,82906.83,8,6,1
20269.54,64179.84,42,1,0
10634.32,87079.92,557,2,0
7925.69,5001.82,6,6,1
145119.83,93528.16,4,3,1
102837.95,83606.21,7,6,1
11667.36,43852.83,361,1,0
12300.68,10382.09,9,6,1
98500.28,83369.59,2,3,1
