claim_id,policy_id,customer_id,claim_type,incident_date,claim_amount,status,fraud_score,surveyor_id,premium_amount,policy_start_date,kyc_status
2054,13983,6779,Life Claim,2025-06-16,7248.92,APPROVED,0,15,35935.62,2024-03-05,PENDING
2055,10480,7020,Health Claim,2025-08-18,42931.59,PENDING,0,8,33926.99,2025-10-03,VERIFIED
2056,22058,4004,Life Claim,2026-04-02,10164.9,APPROVED,0,64,41844.1,2024-06-18,PENDING
2057,11118,6891,Motor Accident,2025-07-27,2372.44,APPROVED,0,77,21224.08,2026-03-17,PENDING
2058,18139,6543,Health Claim,2025-12-17,10155.66,REJECTED,0,71,30107.38,2025-09-14,PENDING
2059,18593,3262,Motor Accident,2026-02-25,86484.61,REJECTED,0,9,67727.99,2025-10-19,PENDING
2060,11404,9272,Property Damage,2026-04-18,68907.53,PENDING,0,39,61209.98,2025-04-24,VERIFIED
2061,6711,8227,Motor Accident,2025-10-10,23481.88,REJECTED,0,11,42865.69,2024-04-05,PENDING
2062,18767,6387,Motor Accident,2026-03-03,121565.4,APPROVED,0,91,73670.06,2026-01-31,VERIFIED
2063,1550,4365,Health Claim,2025-05-25,35645.63,PENDING,0,71,98331.7,2024-06-28,PENDING
2064,22808,9102,Property Damage,2025-10-12,30257.14,REJECTED,0,31,57012.68,2026-03-15,VERIFIED
2065,14279,8609,Motor Accident,2025-12-09,62916.18,PENDING,0,23,91783.8,2025-11-10,PENDING
2066,2256,4924,Property Damage,2026-04-10,55344.38,REJECTED,0,79,90945.09,2024-03-15,VERIFIED
2067,18323,4922,Property Damage,2025-11-23,59892.23,APPROVED,0,66,45304.53,2023-05-30,PENDING
2068,12274,3604,Health Claim,2025-12-26,38897.89,APPROVED,0,74,29018.1,2025-06-11,PENDING
2069,12783,8631,Health Claim,2026-03-10,95917.57,PENDING,0,79,76042.24,2025-08-17,PENDING
2070,17824,5570,Health Claim,2025-08-12,24352.21,REJECTED,0,55,52310.1,2025-11-10,VERIFIED
2071,20552,8530,Property Damage,2025-06-24,35456.25,PENDING,0,36,56862.45,2024-03-15,PENDING
2072,18567,7150,Motor Accident,2026-01-26,9896.81,APPROVED,0,37,5031.22,2023-08-22,VERIFIED
2073,13653,6147,Motor Accident,2025-11-30,8413.25,REJECTED,0,7,22364.19,2024-11-22,VERIFIED
2074,24544,2895,Health Claim,2025-10-12,14713.87,APPROVED,0,84,37320.56,2023-09-17,VERIFIED
2075,20726,7444,Property Damage,2025-08-30,988.8,PENDING,0,83,9402.8,2024-11-30,VERIFIED
2076,19403,5825,Life Claim,2025-08-29,22213.9,PENDING,0,41,79332.32,2026-03-06,PENDING
2077,10949,8335,Life Claim,2026-01-20,4210.53,APPROVED,0,65,23786.91,2025-05-23,PENDING
2078,23762,623,Health Claim,2025-10-05,38212.23,REJECTED,0,77,86427.08,2025-07-15,VERIFIED
2079,8358,840,Motor Accident,2025-10-17,4883.69,APPROVED,0,20,14096.85,2023-08-17,PENDING
2080,14985,9170,Health Claim,2026-02-16,38085.91,PENDING,0,51,35842.46,2023-06-09,PENDING
2081,18548,6519,Property Damage,2025-07-29,25933.29,REJECTED,0,86,51138.62,2025-10-17,VERIFIED
2082,667,6169,Property Damage,2025-12-17,9106.08,PENDING,0,78,88236.36,2025-11-02,PENDING
2083,15099,2838,Health Claim,2025-07-09,16282.7,PENDING,0,96,26441.3,2024-12-22,PENDING
2084,3669,6990,Property Damage,2025-11-24,66294.17,REJECTED,0,7,99463.53,2024-05-28,VERIFIED
2085,9161,4989,Property Damage,2025-07-16,8591.13,APPROVED,0,100,31835.84,2025-08-13,PENDING
2086,8228,8325,Motor Accident,2025-07-09,16659.86,REJECTED,0,2,53317.77,2024-09-08,PENDING
2087,775,9891,Health Claim,2025-09-04,60720.58,REJECTED,0,44,32433.37,2025-09-30,VERIFIED
2088,21098,8145,Life Claim,2025-12-26,2695.59,PENDING,0,41,11017.87,2025-09-05,VERIFIED
2089,23536,3249,Health Claim,2026-05-21,18000.66,APPROVED,0,80,67725.84,2025-07-31,PENDING
2090,4298,853,Life Claim,2025-08-29,6886.72,APPROVED,0,73,37429.24,2024-03-02,PENDING
2091,6901,6692,Health Claim,2025-10-19,20412.97,APPROVED,0,68,66927.23,2025-01-06,VERIFIED
2092,13437,6329,Property Damage,2025-07-18,19725.75,PENDING,0,82,65541.46,2025-12-27,PENDING
2093,13493,4337,Life Claim,2025-09-17,21684.53,APPROVED,0,12,33445.95,2024-10-02,VERIFIED
2094,6445,4942,Property Damage,2025-07-09,41307.85,REJECTED,0,45,62602.07,2025-04-29,VERIFIED
2095,20568,9099,Health Claim,2026-02-04,40985.59,REJECTED,0,4,72415.68,2025-07-06,VERIFIED
2096,20040,5817,Property Damage,2026-04-07,131195.7,PENDING,0,28,96958.72,2024-08-13,PENDING
2097,23697,5225,Life Claim,2026-02-12,16716.68,REJECTED,0,54,63379.04,2025-01-06,PENDING
2098,16711,6669,Property Damage,2026-05-25,37223.07,PENDING,0,71,57652.26,2024-04-14,PENDING
2099,24464,6482,Health Claim,2026-02-14,26674.49,APPROVED,0,94,62705.75,2024-02-11,PENDING
2100,7855,7021,Health Claim,2025-10-02,106039.38,REJECTED,0,90,87829.38,2025-02-18,VERIFIED
2101,14671,8621,Motor Accident,2025-12-17,23998.83,PENDING,0,20,79988.33,2025-02-23,PENDING
2102,1520,7259,Health Claim,2026-01-26,93717.42,APPROVED,0,62,83521.1,2026-03-13,VERIFIED
2103,24068,2891,Property Damage,2025-08-14,16401.92,APPROVED,0,37,27135.1,2025-05-09,VERIFIED
2104,18181,7750,Health Claim,2026-01-22,20169.56,PENDING,0,28,12412.31,2024-12-18,VERIFIED
2105,7992,6625,Property Damage,2026-05-02,23042.64,PENDING,0,52,15800.14,2025-11-30,VERIFIED
2106,8227,1555,Motor Accident,2025-07-15,22059.83,PENDING,0,89,61127.68,2024-03-21,VERIFIED
2107,14701,4287,Motor Accident,2025-06-07,10279.22,APPROVED,0,97,19057.08,2023-10-10,VERIFIED
2108,22423,4889,Health Claim,2025-11-30,26687.36,REJECTED,0,15,90201.65,2024-08-23,VERIFIED
2109,15955,8302,Motor Accident,2025-09-17,44138.42,REJECTED,0,32,40997.2,2025-11-27,VERIFIED
2110,17926,3846,Property Damage,2025-12-30,15994.71,APPROVED,0,46,30699.32,2024-08-01,VERIFIED
2111,319,6354,Motor Accident,2025-08-12,2074.64,REJECTED,0,6,5175.11,2025-03-19,VERIFIED
2112,23811,6199,Motor Accident,2025-10-07,29346.38,PENDING,0,91,98445.47,2024-11-09,VERIFIED
2113,18712,6369,Motor Accident,2025-08-08,32447.82,APPROVED,0,89,23336.62,2026-02-03,PENDING
2114,12759,3069,Property Damage,2025-11-28,14727.66,APPROVED,0,32,22531.06,2025-04-02,VERIFIED
2115,12663,7005,Life Claim,2025-06-08,15782.25,PENDING,0,95,9198.27,2025-06-09,VERIFIED
2116,638,3577,Health Claim,2025-05-31,55706.67,REJECTED,0,62,82253.7,2025-09-29,PENDING
2117,10195,5287,Motor Accident,2025-09-18,66753.07,APPROVED,0,88,48760.77,2023-10-06,VERIFIED
2118,1197,7463,Life Claim,2026-04-09,32945.18,REJECTED,0,1,87189.96,2025-02-09,VERIFIED
2119,16093,3605,Health Claim,2025-09-18,14674.17,REJECTED,0,54,12626.89,2024-06-04,PENDING
2120,24961,6995,Motor Accident,2025-11-09,4244.75,APPROVED,0,82,23001.46,2025-09-27,PENDING
2121,10734,852,Motor Accident,2026-02-11,43567.18,PENDING,0,13,77068.73,2025-11-02,VERIFIED
2122,3254,3851,Property Damage,2025-12-30,57912.87,REJECTED,0,36,48128.84,2024-12-31,VERIFIED
2123,21118,6894,Property Damage,2025-06-01,31357.97,PENDING,0,34,51442.96,2024-05-11,VERIFIED
2124,8352,4346,Health Claim,2025-11-04,19052.88,PENDING,0,85,13158.1,2024-01-12,PENDING
2125,15062,4451,Motor Accident,2025-06-08,8309.97,REJECTED,0,67,6436.39,2023-09-21,VERIFIED
2126,61,5779,Motor Accident,2025-12-18,4646.87,REJECTED,0,17,16801.62,2024-03-31,VERIFIED
2127,14974,6211,Motor Accident,2025-12-03,14788.51,APPROVED,0,26,29109.84,2023-07-21,PENDING
2128,18629,4968,Life Claim,2025-09-18,70760.98,REJECTED,0,21,49691.57,2024-02-22,PENDING
2129,9812,3957,Motor Accident,2026-01-10,6128.14,PENDING,0,33,26234.89,2025-01-03,VERIFIED
2130,16694,4010,Motor Accident,2026-04-16,34711.7,APPROVED,0,35,69490.74,2023-10-04,VERIFIED
2131,20103,1504,Motor Accident,2025-10-01,40628.6,APPROVED,0,60,83845.41,2025-03-21,VERIFIED
2132,11039,3575,Property Damage,2025-11-13,107307.84,REJECTED,0,40,56696.46,2025-01-25,PENDING
2133,16647,7256,Motor Accident,2025-10-24,40183.33,REJECTED,0,78,68501.13,2023-10-03,VERIFIED
2134,1250,7116,Health Claim,2025-12-03,40487.48,REJECTED,0,71,64505.46,2025-02-15,PENDING
2135,11538,6358,Life Claim,2025-10-05,88099.7,PENDING,0,86,82255.86,2025-12-25,VERIFIED
2136,23063,4510,Property Damage,2026-03-28,12398.18,APPROVED,0,90,38113.86,2025-09-02,VERIFIED
2137,9011,5711,Motor Accident,2025-06-30,118456.98,PENDING,0,45,92942.94,2024-09-04,PENDING
2138,7947,5242,Motor Accident,2025-11-26,6132.59,PENDING,0,33,53630.32,2023-08-11,VERIFIED
2139,23965,3305,Property Damage,2025-05-31,9274.02,APPROVED,0,2,71725.58,2026-01-07,VERIFIED
2140,1511,3157,Motor Accident,2026-01-02,17643.27,PENDING,0,44,13391.29,2024-12-14,PENDING
2141,7102,8130,Motor Accident,2026-01-17,71946.55,REJECTED,0,22,66115.59,2025-10-24,VERIFIED
2142,21643,9569,Health Claim,2026-05-04,9992.48,PENDING,0,24,17008.84,2023-10-12,VERIFIED
2143,11708,5568,Motor Accident,2025-12-02,38447.61,APPROVED,0,84,35666.73,2025-05-29,PENDING
2144,14557,1656,Property Damage,2025-07-10,59839.23,APPROVED,0,6,92535.3,2024-06-25,VERIFIED
2145,22646,7361,Motor Accident,2025-08-19,134020.49,APPROVED,0,11,91369.46,2023-07-27,VERIFIED
2146,2871,9758,Health Claim,2025-07-22,9199.06,REJECTED,0,12,62743.58,2024-12-28,VERIFIED
2147,6768,1800,Life Claim,2026-02-17,10440.76,PENDING,0,19,6185.41,2025-06-10,VERIFIED
2148,1364,719,Life Claim,2025-10-24,126682.14,REJECTED,0,44,80814.67,2023-09-09,VERIFIED
2149,21854,5870,Motor Accident,2025-08-05,29738.28,APPROVED,0,78,15903.56,2024-11-03,VERIFIED
2150,11794,3472,Motor Accident,2026-04-30,39832.13,APPROVED,0,78,57057.82,2024-03-28,PENDING
2151,11750,2209,Motor Accident,2025-10-31,145564.43,PENDING,0,25,79285.92,2025-03-02,VERIFIED
2152,22197,7892,Motor Accident,2026-04-05,8943.52,REJECTED,0,33,36213.23,2024-06-21,VERIFIED
2153,24664,8299,Health Claim,2026-04-18,8775.4,REJECTED,0,92,32947.89,2024-10-07,PENDING
2154,7827,366,Life Claim,2026-02-11,28991.7,REJECTED,0,92,15434.33,2023-09-13,PENDING
2155,18029,727,Life Claim,2025-11-28,9975.2,APPROVED,0,94,28347.01,2023-06-21,VERIFIED
2156,15508,5239,Motor Accident,2026-02-07,1638.01,PENDING,0,2,8901.72,2024-08-21,PENDING
2157,1080,6739,Property Damage,2026-05-24,9054.51,APPROVED,0,66,5317.33,2023-07-15,VERIFIED
2158,16115,121,Motor Accident,2026-05-11,11858.7,APPROVED,0,69,41336.48,2024-05-27,PENDING
2159,2039,1661,Health Claim,2025-10-12,47094.82,REJECTED,0,26,92708.9,2025-03-07,PENDING
2160,14992,8455,Motor Accident,2026-04-17,41605.11,PENDING,0,41,30535.18,2023-08-06,PENDING
2161,18862,1923,Health Claim,2026-01-20,6322.36,PENDING,0,7,25751.01,2025-06-26,VERIFIED
2162,21471,4520,Property Damage,2025-08-07,13983.25,REJECTED,0,47,38760.38,2025-03-01,VERIFIED
2163,12313,2373,Property Damage,2025-07-08,4289.47,APPROVED,0,8,11496.4,2023-10-20,VERIFIED
2164,22033,3113,Motor Accident,2026-01-21,2206.61,APPROVED,0,53,8963.87,2024-07-02,VERIFIED
2165,18997,4691,Life Claim,2025-08-13,56837.22,REJECTED,0,16,95872.17,2026-01-20,VERIFIED
2166,20253,1644,Health Claim,2026-03-29,49709.19,PENDING,0,63,76646.23,2025-08-20,PENDING
2167,22233,8301,Health Claim,2026-04-25,26498.22,PENDING,0,70,97115.97,2025-04-28,PENDING
2168,15647,3809,Life Claim,2026-01-02,17230.74,PENDING,0,79,28714.98,2023-10-24,PENDING
2169,4862,2613,Health Claim,2026-04-30,12343.96,REJECTED,0,34,26321.34,2025-05-02,PENDING
2170,24448,4118,Life Claim,2026-05-13,141690.85,PENDING,0,33,80551.99,2024-02-12,PENDING
2171,12389,1981,Motor Accident,2025-12-02,36449.82,APPROVED,0,69,82583.01,2024-01-22,VERIFIED
2172,7410,6174,Property Damage,2025-09-18,35173.98,APPROVED,0,40,21085.87,2024-12-06,VERIFIED
2173,14280,6912,Life Claim,2025-08-23,28916.58,APPROVED,0,7,44363.15,2025-07-23,VERIFIED
2174,21734,8465,Motor Accident,2025-07-27,15808.25,APPROVED,0,52,38155.45,2025-08-01,VERIFIED
2175,2047,2449,Life Claim,2025-08-21,31554.8,APPROVED,0,36,67638.16,2024-02-05,VERIFIED
2176,1664,5054,Life Claim,2025-09-19,3390.66,PENDING,0,24,7724.83,2023-06-24,VERIFIED
2177,4953,7483,Life Claim,2025-11-15,55988.19,APPROVED,0,8,99544.96,2024-05-14,VERIFIED
2178,16114,6977,Motor Accident,2026-04-25,12891.54,REJECTED,0,18,23304.15,2026-03-20,PENDING
2179,12183,1076,Motor Accident,2026-02-05,20774.18,REJECTED,0,99,61418.31,2024-08-23,VERIFIED
2180,17364,7780,Motor Accident,2026-03-13,27643.52,APPROVED,0,54,46078.66,2024-04-07,VERIFIED
2181,11500,9171,Life Claim,2026-05-21,19165.41,REJECTED,0,66,68752.88,2025-09-10,PENDING
2182,20716,4375,Motor Accident,2026-03-05,14038.72,APPROVED,0,66,93770.43,2026-01-03,VERIFIED
2183,16925,2427,Property Damage,2025-12-25,21138.67,APPROVED,0,68,66858.47,2024-04-11,PENDING
2184,23648,6906,Health Claim,2025-11-05,35510.94,PENDING,0,68,33527.78,2025-06-10,PENDING
2185,8685,8305,Property Damage,2026-05-10,31853.44,APPROVED,0,14,56741.7,2025-07-27,PENDING
2186,15359,2485,Life Claim,2026-02-05,2849.53,REJECTED,0,61,15139.85,2024-12-19,PENDING
2187,1027,5256,Health Claim,2026-02-05,14039.87,REJECTED,0,98,55520.6,2025-09-24,VERIFIED
2188,23913,3144,Health Claim,2025-09-02,1997.8,APPROVED,0,9,8285.93,2023-10-07,VERIFIED
2189,19108,6989,Health Claim,2026-03-31,11130.4,APPROVED,0,91,27109.67,2024-04-12,VERIFIED
2190,15215,9243,Motor Accident,2025-09-16,79583.77,REJECTED,0,37,44130.71,2025-02-02,VERIFIED
2191,22472,9811,Property Damage,2025-06-12,9316.54,PENDING,0,56,25417.61,2026-02-21,VERIFIED
2192,1575,2418,Property Damage,2025-09-26,124823.04,PENDING,0,8,93282.01,2026-02-01,PENDING
2193,24635,8198,Property Damage,2025-09-25,3269.5,REJECTED,0,93,9956.73,2023-09-30,PENDING
2194,24649,8136,Life Claim,2026-04-02,23192.66,PENDING,0,46,99187.09,2025-06-18,VERIFIED
2195,5499,9251,Property Damage,2026-01-04,32286.7,REJECTED,0,54,97338.88,2023-08-23,VERIFIED
2196,14900,4483,Motor Accident,2026-05-22,25032.64,PENDING,0,2,42412.06,2025-03-19,VERIFIED
2197,23801,5735,Health Claim,2026-02-16,31596.13,PENDING,0,44,19934.43,2024-06-07,VERIFIED
2198,14733,5371,Property Damage,2025-10-16,20765.68,APPROVED,0,40,35527.69,2026-01-07,VERIFIED
2199,17076,9923,Property Damage,2025-11-22,48601.56,PENDING,0,26,74807.66,2025-08-17,PENDING
2200,2206,4324,Health Claim,2025-12-28,16450.17,APPROVED,0,33,53914.89,2024-01-20,PENDING
2201,17305,4136,Motor Accident,2025-09-23,47940.68,PENDING,0,100,82679.66,2026-01-06,VERIFIED
2202,3693,9326,Property Damage,2025-11-09,59289.28,PENDING,0,68,86115.29,2026-02-24,VERIFIED
2203,22200,9825,Life Claim,2025-12-06,12456.9,APPROVED,0,46,80702.3,2025-12-26,VERIFIED
2204,22255,4006,Life Claim,2026-03-24,26945.2,APPROVED,0,76,91944.16,2025-05-26,VERIFIED
2205,8288,4109,Property Damage,2026-01-12,33455.83,PENDING,0,100,89885.95,2023-08-11,VERIFIED
2206,16133,2934,Property Damage,2025-09-28,18388.39,REJECTED,0,23,55802.77,2025-12-29,VERIFIED
2207,12657,6208,Property Damage,2025-11-15,9343.44,REJECTED,0,56,44504.43,2024-08-08,PENDING
2208,6791,7314,Life Claim,2025-06-27,3995.94,PENDING,0,10,32139.06,2024-08-11,VERIFIED
2209,5198,108,Health Claim,2026-05-09,116073.29,APPROVED,0,66,97193.35,2025-04-14,PENDING
2210,16427,5830,Health Claim,2026-02-10,3846.1,PENDING,0,36,14879.63,2024-12-11,VERIFIED
2211,9040,4556,Property Damage,2025-06-06,16434.25,APPROVED,0,37,51606.37,2024-08-12,PENDING
2212,2610,3166,Health Claim,2025-06-06,36563.07,APPROVED,0,57,86948.45,2025-08-26,VERIFIED
2213,8348,8450,Property Damage,2025-05-28,10875.55,REJECTED,0,52,36028.73,2025-01-17,VERIFIED
2214,8432,5795,Health Claim,2025-10-17,61446.5,REJECTED,0,26,46041.13,2025-01-30,PENDING
2215,18592,3952,Motor Accident,2026-05-07,38426.6,PENDING,0,80,29551.41,2025-05-26,VERIFIED
2216,4363,4005,Life Claim,2026-04-15,27173.81,REJECTED,0,78,21833.07,2023-10-02,PENDING
2217,15717,9665,Health Claim,2026-04-30,9480.85,REJECTED,0,13,64524.47,2025-12-24,VERIFIED
2218,16724,3679,Health Claim,2025-12-08,19359.97,APPROVED,0,32,82622.42,2025-07-28,PENDING
2219,12824,6587,Life Claim,2026-03-26,69301.09,APPROVED,0,74,37415.92,2025-01-31,VERIFIED
2220,1467,8093,Motor Accident,2025-10-14,2897.53,APPROVED,0,38,16720.15,2023-09-16,PENDING
2221,17712,5574,Motor Accident,2025-09-19,23909.41,PENDING,0,78,76547.1,2023-07-26,VERIFIED
2222,12306,3095,Health Claim,2026-03-17,3634.95,APPROVED,0,23,17317.39,2025-05-22,VERIFIED
2223,10542,4410,Motor Accident,2026-03-15,2641.48,PENDING,0,85,9434.65,2023-10-22,PENDING
2224,2631,2916,Life Claim,2025-05-27,36380.86,REJECTED,0,67,85374.53,2024-04-30,VERIFIED
2225,18965,5516,Property Damage,2026-05-02,22571.88,APPROVED,0,85,94644.67,2025-08-29,VERIFIED
2226,2048,4969,Property Damage,2026-03-19,34458.1,APPROVED,0,21,23918.77,2023-08-24,PENDING
2227,78,105,Property Damage,2026-01-02,54360.43,PENDING,0,67,54055.35,2025-06-05,VERIFIED
2228,10595,6276,Health Claim,2025-06-10,82475.86,REJECTED,0,51,49552.47,2024-07-14,VERIFIED
2229,8003,2619,Property Damage,2025-10-05,18652.81,REJECTED,0,4,98621.55,2023-09-01,VERIFIED
2230,5988,3396,Life Claim,2025-09-20,4092.2,PENDING,0,94,5986.2,2025-04-12,VERIFIED
2231,19131,596,Property Damage,2026-02-13,20446.06,APPROVED,0,28,60034.96,2024-08-12,PENDING
2232,9815,1472,Life Claim,2026-01-01,40307.47,REJECTED,0,65,63954.16,2024-11-08,VERIFIED
2233,15798,9318,Property Damage,2025-07-01,5017.16,PENDING,0,8,9932.26,2023-11-01,VERIFIED
2234,23128,2883,Property Damage,2026-05-18,10413.06,APPROVED,0,31,37165.37,2024-11-03,VERIFIED
2235,13418,5145,Health Claim,2026-03-31,30994.38,REJECTED,0,4,61265.9,2023-10-15,PENDING
2236,22111,6967,Property Damage,2025-10-11,9966.18,PENDING,0,96,17626.68,2025-10-29,PENDING
2237,20366,9985,Life Claim,2025-10-16,19111.93,PENDING,0,69,90174.23,2023-12-03,VERIFIED
2238,8052,9582,Motor Accident,2025-12-22,6992.85,REJECTED,0,90,11890.29,2024-01-04,VERIFIED
2239,19907,6391,Life Claim,2025-11-24,29505.05,REJECTED,0,12,53909.99,2025-01-28,PENDING
2240,12214,5612,Motor Accident,2025-11-14,23911.9,REJECTED,0,37,47577.51,2025-02-13,PENDING
2241,17791,8359,Property Damage,2026-04-06,30831.78,REJECTED,0,13,44686.14,2025-01-16,VERIFIED
2242,10708,6106,Health Claim,2025-08-08,49737.72,REJECTED,0,54,80148.42,2026-02-17,VERIFIED
2243,17726,1396,Life Claim,2025-08-06,44555.22,REJECTED,0,90,41169.56,2024-05-10,VERIFIED
2244,12810,3453,Life Claim,2025-06-07,25902.06,PENDING,0,21,82023.8,2024-01-31,PENDING
2245,1148,9314,Property Damage,2026-04-12,95997.09,REJECTED,0,69,75663.15,2023-11-24,PENDING
2246,18397,8936,Life Claim,2025-08-20,14548.75,REJECTED,0,29,8671.27,2023-12-06,VERIFIED
2247,12047,6832,Health Claim,2026-04-24,14304.82,REJECTED,0,78,75555.33,2025-01-04,PENDING
2248,12875,7412,Motor Accident,2025-11-12,16042.86,REJECTED,0,34,47678.33,2024-10-12,PENDING
2249,24834,6313,Property Damage,2026-05-12,45790.56,APPROVED,0,47,45761.52,2023-10-27,PENDING
2250,22978,2094,Property Damage,2025-07-24,24715.54,APPROVED,0,11,54171.24,2023-06-24,VERIFIED
2251,8864,4646,Life Claim,2025-09-22,45574.81,REJECTED,0,61,95894.17,2026-05-03,VERIFIED
2252,10748,2405,Motor Accident,2025-12-29,2503.86,REJECTED,0,57,22975.3,2025-08-17,VERIFIED
2253,17001,2161,Life Claim,2026-05-18,10199.72,PENDING,0,65,85251.15,2023-07-21,VERIFIED
2254,24628,8464,Health Claim,2025-10-17,11154.07,PENDING,0,70,56102.69,2025-04-18,VERIFIED
2255,10320,4423,Property Damage,2026-04-20,61862.54,PENDING,0,73,55887.6,2024-02-08,VERIFIED
2256,7035,3003,Property Damage,2025-11-28,19550.3,REJECTED,0,80,44624.33,2024-11-08,PENDING
2257,1133,3367,Health Claim,2025-12-15,28551.21,APPROVED,0,83,18654.29,2025-12-17,VERIFIED
2258,13265,1334,Motor Accident,2026-01-17,33252.05,PENDING,0,49,65771.59,2024-03-02,PENDING
2259,14447,8107,Property Damage,2026-02-15,28825.62,PENDING,0,77,41312.0,2024-10-02,VERIFIED
2260,10028,8969,Property Damage,2025-08-16,23822.98,REJECTED,0,67,60950.72,2024-08-26,VERIFIED
2261,24009,1128,Motor Accident,2026-03-02,3198.47,APPROVED,0,95,9099.37,2024-01-22,VERIFIED
2262,13225,1965,Property Damage,2025-09-12,37996.74,REJECTED,0,47,61338.6,2025-03-13,VERIFIED
2263,17592,173,Motor Accident,2026-04-04,98165.94,PENDING,0,84,67693.48,2024-02-16,VERIFIED
2264,18043,8584,Property Damage,2026-05-21,47215.5,APPROVED,0,55,75199.84,2024-04-19,VERIFIED
2265,3349,6949,Motor Accident,2026-02-02,2538.81,PENDING,0,64,13833.48,2023-09-19,PENDING
2266,21638,6795,Life Claim,2026-01-10,25954.1,REJECTED,0,70,73419.56,2024-10-25,PENDING
2267,19850,4692,Life Claim,2025-07-01,5957.13,APPROVED,0,65,17823.75,2024-07-15,VERIFIED
2268,165,9219,Life Claim,2026-02-16,14457.63,REJECTED,0,60,33940.16,2024-07-25,VERIFIED
2269,8343,6331,Motor Accident,2025-10-12,26979.95,APPROVED,0,42,93267.53,2026-01-24,PENDING
2270,24824,6496,Life Claim,2025-12-03,32576.46,APPROVED,0,63,31282.0,2026-05-05,PENDING
2271,20485,4764,Life Claim,2025-12-01,109833.52,REJECTED,0,76,80601.34,2025-08-27,VERIFIED
2272,19590,9957,Life Claim,2025-12-21,6075.17,PENDING,0,6,49563.7,2024-10-25,PENDING
2273,2274,439,Property Damage,2026-02-11,9083.67,APPROVED,0,22,23899.98,2023-07-12,PENDING
2274,13471,4125,Health Claim,2026-03-23,11697.95,APPROVED,0,80,52906.72,2026-02-25,PENDING
2275,5751,8737,Motor Accident,2025-10-07,6263.93,PENDING,0,85,21092.72,2025-03-22,PENDING
2276,24630,6674,Health Claim,2025-11-21,48092.21,APPROVED,0,85,43648.16,2025-02-13,VERIFIED
2277,17379,7011,Health Claim,2026-05-23,28590.28,PENDING,0,21,19108.8,2024-05-23,PENDING
2278,8843,6633,Life Claim,2025-07-29,14880.3,REJECTED,0,59,49625.43,2023-06-21,PENDING
2279,3206,5261,Motor Accident,2026-03-22,26050.8,APPROVED,0,38,46785.69,2025-06-05,VERIFIED
2280,24122,7785,Life Claim,2026-01-14,102437.44,PENDING,0,61,88610.84,2023-06-19,PENDING
2281,13940,1882,Health Claim,2026-01-04,23809.13,PENDING,0,67,13087.6,2025-08-01,VERIFIED
2282,14355,6412,Property Damage,2025-11-04,28812.21,APPROVED,0,68,60710.25,2024-12-25,VERIFIED
2283,12605,7710,Life Claim,2025-07-09,54059.62,REJECTED,0,22,87021.77,2024-04-03,PENDING
2284,5129,4169,Property Damage,2025-10-21,17936.23,APPROVED,0,70,65024.27,2024-10-29,VERIFIED
2285,1510,3147,Life Claim,2025-05-28,3580.61,REJECTED,0,54,11133.42,2026-05-03,PENDING
2286,11319,1500,Health Claim,2025-12-01,117775.04,APPROVED,0,59,99467.1,2024-04-24,PENDING
2287,23589,7016,Health Claim,2025-08-13,17190.82,APPROVED,0,61,94443.57,2025-05-01,PENDING
2288,18211,9495,Property Damage,2025-06-29,18709.52,REJECTED,0,86,97777.98,2025-01-26,VERIFIED
2289,13047,4427,Health Claim,2025-09-28,2123.86,REJECTED,0,59,12994.14,2026-04-02,VERIFIED
2290,22591,8387,Life Claim,2025-08-19,7931.81,PENDING,0,83,6356.22,2023-11-02,VERIFIED
2291,4944,6587,Motor Accident,2026-01-20,59554.12,PENDING,0,55,96082.96,2024-04-15,PENDING
2292,3210,7446,Property Damage,2026-03-14,37300.16,APPROVED,0,2,25840.73,2024-03-06,PENDING
2293,5059,8585,Motor Accident,2025-08-28,36463.6,APPROVED,0,73,84685.31,2024-08-05,VERIFIED
2294,9150,5603,Life Claim,2026-03-15,17950.08,APPROVED,0,93,37561.05,2024-08-27,PENDING
2295,5949,3607,Motor Accident,2025-10-14,25066.71,APPROVED,0,27,42259.01,2024-07-03,VERIFIED
2296,8020,4933,Motor Accident,2025-05-29,6659.66,PENDING,0,8,12094.07,2026-04-09,VERIFIED
2297,3867,3055,Property Damage,2025-12-30,70535.46,APPROVED,0,7,53482.15,2023-07-05,PENDING
2298,21619,721,Life Claim,2026-03-07,41114.77,REJECTED,0,16,91526.29,2026-03-15,VERIFIED
2299,12058,3769,Life Claim,2026-05-17,107240.44,REJECTED,0,31,72653.74,2023-08-04,PENDING
2300,24008,9164,Motor Accident,2025-06-03,10000.91,REJECTED,0,52,29275.59,2024-05-24,VERIFIED
2301,23004,701,Property Damage,2026-05-14,30366.05,REJECTED,0,35,57756.99,2025-09-29,VERIFIED
2302,22920,9667,Property Damage,2026-03-31,18758.11,REJECTED,0,84,47594.36,2025-11-18,VERIFIED
2303,4890,420,Life Claim,2025-06-07,16743.21,REJECTED,0,29,58550.33,2025-08-05,PENDING
2304,11227,9498,Motor Accident,2026-05-25,6024.96,APPROVED,0,64,24304.17,2024-05-16,VERIFIED
2305,24717,9821,Life Claim,2025-09-07,15847.56,APPROVED,0,87,10003.76,2025-08-26,VERIFIED
2306,3468,6771,Health Claim,2026-04-08,6247.04,APPROVED,0,66,48991.41,2024-02-11,PENDING
